Theta,Phi,Power
389,25,120,-1.4087753837181898
390,25,125,-1.6936518202131177
391,25,130,-1.1820723406578029
392,25,135,3.172042734887985e-05
393,25,140,1.408793619713849
394,25,145,2.4188033152588093
395,25,150,2.440032534979842
396,25,155,1.1400437098637808
397,25,160,-1.408844601081076
398,25,165,-4.713906728889991
399,25,170,-7.989574091469507
400,25,175,-10.389900176818005
401,25,180,-11.270099471641752
402,25,185,-10.389795628400595
403,25,190,-7.989393431950281
404,25,195,-4.7136978150756645
405,25,200,-1.40865972608549
406,25,205,1.1401637269804106
407,25,210,2.4400699173694944
408,25,215,2.418766873807072
409,25,220,1.4087134275770508
410,25,225,-5.28670983372723e-05
411,25,230,-1.1821268886326752
412,25,235,-1.69365820527575
413,25,240,-1.4087365339878437
414,25,245,-0.5315921081084338
415,25,250,0.512788441514642
416,25,255,1.2630825025046992
417,25,260,1.4087538643363096
418,25,265,0.9089598664980563
419,25,270,-4.4859369275230395e-05
420,25,275,-0.9090294906323658
421,25,280,-1.4087716615466437
422,25,285,-1.263038754739367
423,25,290,-0.5127002083600534
424,25,295,0.5316871051894955
425,25,300,1.4087948077352135
426,25,305,1.6936486265370014
427,25,310,1.1820450657015902
428,25,315,-7.401452687138993e-05
429,25,320,-1.4088337152252128
430,25,325,-2.4188215345822877
431,25,330,-2.4400138419036193
432,25,335,-1.1399836995223518
433,25,340,1.408937039663233
434,25,345,4.714011185763876
435,25,350,7.989664419990853
436,25,355,10.389952448869554
437,25,360,11.270099469141943
438,30,0,10.371742054952202
439,30,5,9.561656727759322
440,30,10,7.352629400951259
441,30,15,4.33805765269184
442,30,20,1.2964583047361435
443,30,25,-1.0492242520494512
444,30,30,-2.245550892169734
445,30,35,-2.225979917300394
446,30,40,-1.2964595568891286
447,30,45,9.730621518035974e-06
448,30,50,1.0878725888490894
449,30,55,1.558651098787703
450,30,60,1.2964617980717656
451,30,65,0.4892472038295411
452,30,70,-0.47188619907462875
453,30,75,-1.1623867829452275
454,30,80,-1.296465330344339
455,30,85,-0.8365265993056726
456,30,90,1.3761186051111413e-05
457,30,95,0.8365479574005658
458,30,100,1.2964707898665422
459,30,105,1.1623733627579238
460,30,110,0.4718591324244386
461,30,115,-0.4892763454008033
462,30,120,-1.296479674290094
463,30,125,-1.5586481603869153
464,30,130,-1.0878474886170524
465,30,135,2.919194201780922e-05
466,30,140,1.2964964566657555
467,30,145,2.225996685193251
468,30,150,2.2455336903024086
469,30,155,1.0491690263210414
470,30,160,-1.2965433742277326
471,30,165,-4.338153783163855
472,30,170,-7.352712530003313
473,30,175,-9.56170483444661
474,30,180,-10.371742054185352
475,30,185,-9.56160861974857
476,30,190,-7.3525462711395155
477,30,195,-4.337961522199416
478,30,200,-1.296373235909849
479,30,205,1.0492794766838713
480,30,210,2.2455680928827775
481,30,215,2.22596314854715
482,30,220,1.2964226567707557
483,30,225,-4.865297848409882e-05
484,30,230,-1.08789768848675
485,30,235,-1.5586540364861272
486,30,240,-1.2964439213330736
487,30,245,-0.48921806211335195
488,30,250,0.47191326546320306
489,30,255,1.162400202597794
490,30,260,1.2964598702521093
491,30,265,0.8365052408495967
492,30,270,-4.128355814488299e-05
493,30,275,-0.8365693151342666
494,30,280,-1.2964762488187165
495,30,285,-1.1623599420358877
496,30,290,-0.4718320655126327
497,30,295,0.48930548682714015
498,30,300,1.296497549988062
499,30,305,1.5586452212837631
500,30,310,1.0878223877906499
501,30,315,-6.811471211094815e-05
502,30,320,-1.2965333561006223
503,30,325,-2.2260134522256974
504,30,330,-2.2455164872807956
505,30,335,-1.0491137994986475
506,30,340,1.2966284443846021
507,30,345,4.33824991361545
508,30,350,7.35279565829565
509,30,355,9.561752939810427
510,30,360,10.371742051884809
511,35,0,8.138682492107915
512,35,5,7.5030103712041525
513,35,10,5.769591632671556
514,35,15,3.404064011682611
515,35,20,1.017327894446232
516,35,25,-0.8233238934410854
517,35,30,-1.7620786975234262
518,35,35,-1.7467213978838225
519,35,40,-1.0173288770078424
520,35,45,7.635596659324448e-06
521,35,50,0.8536511557653655
522,35,55,1.2230699859095853
523,35,60,1.0173306356587801
524,35,65,0.3839111723974115
525,35,70,-0.3702880312996494
526,35,75,-0.9121222750518513
527,35,80,-1.0173334074250657
528,35,85,-0.6564205272248285
529,35,90,1.079837151670624e-05
530,35,95,0.6564372868735018
531,35,100,1.0173376914997692
532,35,105,0.9121117442612792
533,35,110,0.3702667921605679
534,35,115,-0.3839340397223573
535,35,120,-1.0173446630868015
536,35,125,-1.2230676801531444
537,35,130,-0.8536314596701536
538,35,135,2.2906850763564253e-05
539,35,140,1.0173578321789607
540,35,145,1.7467345556113574
541,35,150,1.7620651992571086
542,35,155,0.8232805579371226
543,35,160,-1.0173946482835468
544,35,165,-3.4041394450462055
545,35,170,-5.769656863850363
546,35,175,-7.503048120412677
547,35,180,-8.138682491506168
548,35,185,-7.502972620957111
549,35,190,-5.769526400896621
550,35,195,-3.403988578303
551,35,200,-1.017261141130972
552,35,205,0.8233672280865967
553,35,210,1.7620921948839812
554,35,215,1.7467082394811435
555,35,220,1.017299921568557
556,35,225,-3.8177881987372944e-05
557,35,230,-0.8536708513941718
558,35,235,-1.223072291114883
559,35,240,-1.0173166078224303
560,35,245,-0.38388830495874193
561,35,250,0.3703092702334415
562,35,255,0.9121328054228165
563,35,260,1.0173291229030634
564,35,265,0.6564037672927356
565,35,270,-3.239511454348705e-05
566,35,275,-0.6564540462387484
567,35,280,-1.0173419751271726
568,35,285,-0.9121012130511035
569,35,290,-0.37024555281619714
570,35,295,0.3839569069335804
571,35,300,1.0173586901064975
572,35,305,1.2230653738455597
573,35,310,0.8536117631085446
574,35,315,-5.3449460271493366e-05
575,35,320,-1.0173867870819007
576,35,325,-1.7467477126637305
577,35,330,-1.7620517000850249
578,35,335,-0.8232372215747129
579,35,340,1.0174614026429059
580,35,345,3.404214878393777
581,35,350,5.769722094433024
582,35,355,7.503085868582675
583,35,360,8.138682489700939
584,40,0,4.630705463192364
585,40,5,4.269024028153886
586,40,10,3.282752401228195
587,40,15,1.9368267322433064
588,40,20,0.5788339627744857
589,40,25,-0.4684505698596172
590,40,30,-1.0025784221351612
591,40,35,-0.9938405052290828
592,40,40,-0.578834521827308
593,40,45,4.3444622885035705e-06
594,40,50,0.48570601869484253
595,40,55,0.695896033677465
596,40,60,0.5788355224554211
597,40,65,0.21843579290937976
598,40,70,-0.21068456855968667
599,40,75,-0.5189746136770722
600,40,80,-0.5788370995206641
601,40,85,-0.3734867559361376
602,40,90,6.144001565914555e-06
603,40,95,0.3734962917543426
604,40,100,0.5788395370513275
605,40,105,0.518968621922328
606,40,110,0.21067248402420155
607,40,115,-0.21844880384163537
608,40,120,-0.5788435037088533
609,40,125,-0.6958947217600929
610,40,130,-0.4856948121124762
611,40,135,1.3033421450981782e-05
612,40,140,0.5788509965907868
613,40,145,0.9938479916448312
614,40,150,1.0025707419614183
615,40,155,0.46842591304874576
616,40,160,-0.5788719440275255
617,40,165,-1.93686965192831
618,40,170,-3.282789516126874
619,40,175,-4.269045506503277
620,40,180,-4.630705462849987
621,40,185,-4.269002549213606
622,40,190,-3.282715285990334
623,40,195,-1.9367838125491903
624,40,200,-0.5787959818184821
625,40,205,0.46847522618205145
626,40,210,1.0025861017935485
627,40,215,0.9938330184291945
628,40,220,0.578818046911249
629,40,225,-2.1722253800105257e-05
630,40,230,-0.48571722501183573
631,40,235,-0.6958973452812506
632,40,240,-0.5788275409696604
633,40,245,-0.21842278191241812
634,40,250,0.21069665297836737
635,40,255,0.5189806051930707
636,40,260,0.5788346617354989
637,40,265,0.3734772199566742
638,40,270,-1.843200469397041e-05
639,40,275,-0.37350582741128496
640,40,280,-0.5788419743274884
641,40,285,-0.5189626299288398
642,40,290,-0.21066039937191197
643,40,295,0.21846181470918571
644,40,300,0.5788514847299586
645,40,305,0.6958934095291338
646,40,310,0.4856836052647415
647,40,315,-3.0411397412774964e-05
648,40,320,-0.5788674712016786
649,40,325,-0.9938554776764295
650,40,330,-1.0025630612723166
651,40,335,-0.46840125574943964
652,40,340,0.5789099255775952
653,40,345,1.9369125716041966
654,40,350,3.28282663068636
655,40,355,4.269066984261772
656,40,360,4.630705461822855
657,45,0,-3.892256753320083e-05
658,45,5,-3.588251884241556e-05
659,45,10,-2.75925888716524e-05
660,45,15,-1.627965109961414e-05
661,45,20,-4.8652854701470075e-06
662,45,25,3.937477580091544e-06
663,45,30,8.426993824820745e-06
664,45,35,8.353548825224102e-06
665,45,40,4.865290169165635e-06
666,45,45,-3.6516601663356526e-11
667,45,50,-4.082515172731206e-06
668,45,55,-5.849229794940329e-06
669,45,60,-4.865298579766485e-06
670,45,65,-1.8360230355316856e-06
671,45,70,1.7708715039531835e-06
672,45,75,4.362148404691904e-06
673,45,80,4.865311835506655e-06
674,45,85,3.139276206666511e-06
675,45,90,-5.164230758665869e-11
676,45,95,-3.139356358282937e-06
677,45,100,-4.865332323735202e-06
678,45,105,-4.362098042067779e-06
679,45,110,-1.7707699295489668e-06
680,45,115,1.8361323965984636e-06
681,45,120,4.865365664766424e-06
682,45,125,5.84921876785322e-06
683,45,130,4.08242097780509e-06
684,45,135,-1.0955009569206824e-10
685,45,140,-4.865428644846974e-06
686,45,145,-8.353611750954287e-06
687,45,150,-8.426929270492348e-06
688,45,155,-3.937270331672502e-06
689,45,160,4.865604714784393e-06
690,45,165,1.6280011853359186e-05
691,45,170,2.7592900834302975e-05
692,45,175,3.588269937484443e-05
693,45,180,3.8922567530323034e-05
694,45,185,3.5882338305020065e-05
695,45,190,2.7592276906150898e-05
696,45,195,1.6279290345792498e-05
697,45,200,4.864966228006305e-06
698,45,205,-3.937684824405115e-06
699,45,210,-8.42705837481741e-06
700,45,215,-8.353485896265097e-06
701,45,220,-4.865151692201811e-06
702,45,225,1.825825238137809e-10
703,45,230,4.0826093654267755e-06
704,45,235,5.8492408193916416e-06
705,45,240,4.865231492813751e-06
706,45,245,1.8359136739210327e-06
707,45,250,-1.7709730773756213e-06
708,45,255,-4.362198765309293e-06
709,45,260,-4.86529134513894e-06
710,45,265,-3.1391960536946555e-06
711,45,270,1.549269227282607e-10
712,45,275,3.1394365085438983e-06
713,45,280,4.8653528098245724e-06
714,45,285,4.362047677436935e-06
715,45,290,1.770668354162971e-06
716,45,295,-1.8362417571213729e-06
717,45,300,-4.86543274781358e-06
718,45,305,-5.849207738130314e-06
719,45,310,-4.082326780648468e-06
720,45,315,2.556175682056268e-10
721,45,320,4.86556711924577e-06
722,45,325,8.353674673455569e-06
723,45,330,8.426864711832198e-06
724,45,335,3.937063079148009e-06
725,45,340,-4.86592396191841e-06
726,45,345,-1.6280372607027603e-05
727,45,350,-2.759321279410252e-05
728,45,355,-3.5882879902306635e-05
729,45,360,-3.892256752168967e-05
730,50,0,-5.518742459375308
731,50,5,-5.087700859303728
732,50,10,-3.91229051475557
733,50,15,-2.308254759160492
734,50,20,-0.6898377779980434
735,50,25,0.5582860042712748
736,50,30,1.1948443171499914
737,50,35,1.1844307174470157
738,50,40,0.6898384442612233
739,50,45,-5.177606022515339e-06
740,50,50,-0.5788505551587085
741,50,55,-0.8293490093233248
742,50,60,-0.6898396367812178
743,50,65,-0.26032553669376585
744,50,70,0.2510878489870412
745,50,75,0.618499116085669
746,50,80,0.6898415162825134
747,50,85,0.44511084420777425
748,50,90,-7.322245515676948e-06
749,50,95,-0.4451222087234471
750,50,100,-0.6898444212619115
751,50,105,-0.6184919752835653
752,50,110,-0.25107344698293754
753,50,115,0.26034104275107095
754,50,120,0.6898491486110127
755,50,125,0.8293474458176857
756,50,130,0.5788371994740464
757,50,135,-1.5532859285522243e-05
758,50,140,-0.6898580784136091
759,50,145,-1.1844396395433976
760,50,150,-1.1948351641383677
761,50,155,-0.5582566189885894
762,50,160,0.68988304297019
763,50,165,2.3083059096147487
764,50,170,3.9123347472313434
765,50,175,5.087726456586838
766,50,180,5.518742458967272
767,50,185,5.087675261316412
768,50,190,3.91224628187557
769,50,195,2.308203608695375
770,50,200,0.6897925133798959
771,50,205,-0.5583153889718548
772,50,210,-1.1948534695474289
773,50,215,-1.1844217948928268
774,50,220,-0.6898188099269967
775,50,225,2.5887961415996366e-05
776,50,230,0.5788639105271065
777,50,235,0.8293505724552405
778,50,240,0.6898301246745407
779,50,245,0.26031003055934604
780,50,250,-0.2511022508519406
781,50,255,-0.6185062566032423
782,50,260,-0.6898386109998077
783,50,265,-0.44509947949991824
784,50,270,2.1966736542533987e-05
785,50,275,0.44513357304693163
786,50,280,0.6898473259380005
787,50,285,0.6184848341969335
788,50,290,0.2510590448396297
789,50,295,-0.2603565487312621
790,50,300,-0.6898586601639267
791,50,305,-0.8293458819383227
792,50,310,-0.5788238434731259
793,50,315,3.624343450147126e-05
794,50,320,0.6898777123841463
795,50,325,1.1844485611819604
796,50,330,1.1948260105125543
797,50,335,0.5582272331238015
798,50,340,-0.6899283082963285
799,50,345,-2.3083570600581407
800,50,350,-3.9123789793028774
801,50,355,-5.087752053165736
802,50,360,-5.5187424577431665
803,55,0,-11.623325954170454
804,55,5,-10.71548561657183
805,55,10,-8.239889470319785
806,55,15,-4.861541854595727
807,55,20,-1.4529051515260514
808,55,25,1.1758367510468974
809,55,30,2.5165271010480574
810,55,35,2.4945944479853446
811,55,40,1.4529065547794497
812,55,45,-1.0904839808158754e-05
813,55,50,-1.2191488787327442
814,55,55,-1.7467374018798711
815,55,60,-1.4529090664111677
816,55,65,-0.5482858802453543
817,55,70,0.5288298798850387
818,55,75,1.302654885882064
819,55,80,1.4529130249318543
820,55,85,0.9374723437535761
821,55,90,-1.5421782583927637e-05
822,55,95,-0.9374962791828788
823,55,100,-1.4529191432681747
824,55,105,-1.3026398462473938
825,55,110,-0.5287995470348791
826,55,115,0.5483185384024702
827,55,120,1.452929099797204
828,55,125,1.7467341088949553
829,55,130,1.219120749593305
830,55,135,-3.2714606235914976e-05
831,55,140,-1.45294790734386
832,55,145,-2.4946132393015197
833,55,150,-2.5165078233886358
834,55,155,-1.1757748610925423
835,55,160,1.4530004865646837
836,55,165,4.861649585370793
837,55,170,8.239982630761219
838,55,175,10.715539528412673
839,55,180,11.623325953311069
840,55,185,10.71543170324782
841,55,190,8.239796309026985
842,55,195,4.86143412379779
843,55,200,1.4528098172329957
844,55,205,-1.1758986397752484
845,55,210,-2.516546377413907
846,55,215,-2.494575655704957
847,55,220,-1.452865201832055
848,55,225,5.4524054355160945e-05
849,55,230,1.2191770072060821
850,55,235,1.746740694077668
851,55,240,1.4528890324419739
852,55,245,0.5482532219258226
853,55,250,-0.5288602124420128
854,55,255,-1.3026699249174687
855,55,260,-1.4529069059567203
856,55,265,-0.9374484079195057
857,55,270,4.626534774231183e-05
858,55,275,0.9375202142074035
859,55,280,1.4529252609656795
860,55,285,1.302624806013464
861,55,290,0.5287692138915339
862,55,295,-0.5483511963971724
863,55,300,-1.452949132600087
864,55,305,-1.7467308151229186
865,55,310,-1.2190926197877767
866,55,315,7.633428376306462e-05
867,55,320,1.4529892595252685
868,55,325,2.4946320296534563
869,55,330,2.5164885444356364
870,55,335,1.1757129699121893
871,55,340,-1.4530958223488777
872,55,345,-4.861757316122973
873,55,350,-8.24007579035126
874,55,355,-10.715593438770336
875,55,360,-11.62332595073291
876,60,0,-17.9644621823129
877,60,5,-16.56134714650707
878,60,10,-12.735182972554126
879,60,15,-7.513768876392943
880,60,20,-2.245541401143656
