Theta,Phi,Power
881,60,25,1.8173176016952892
882,60,30,3.8894251194360314
883,60,35,3.85552704946394
884,60,40,2.2455435699456587
885,60,45,-1.6854004018321393e-05
886,60,50,-1.8842587752385402
887,60,55,-2.699674613120831
888,60,60,-2.245547451804706
889,60,65,-0.847404692908035
890,60,70,0.8173344200730425
891,60,75,2.013321705534464
892,60,80,2.2455535699068263
893,60,85,1.4489128613211377
894,60,90,-2.3835176876668092e-05
895,60,95,-1.4489498547872268
896,60,100,-2.245563026117715
897,60,105,-2.0132984609873072
898,60,110,-0.8172875390562214
899,60,115,0.847455167809175
900,60,120,2.2455784144575
901,60,125,2.6996695236392814
902,60,130,1.8842153001726538
903,60,135,-5.0562146226612986e-05
904,60,140,-2.245607482510996
905,60,145,-3.8555560924323737
906,60,150,-3.889395324798506
907,60,155,-1.8172219475125826
908,60,160,2.2456887464648583
909,60,165,7.513935379977386
910,60,170,12.735326956920876
911,60,175,16.56143047009533
912,60,180,17.964462180984672
913,60,185,16.5612638206265
914,60,190,12.73503898687155
915,60,195,7.513602372773148
916,60,200,2.2453940569747814
917,60,205,-1.8174132539831416
918,60,210,-3.889454912074273
919,60,215,-3.8554980050052654
920,60,220,-2.245479656788398
921,60,225,8.426979647234434e-05
922,60,230,1.8843022492749322
923,60,235,2.6996797013858465
924,60,240,2.2455164882506105
925,60,245,0.847354217755873
926,60,250,-0.8173813006367299
927,60,255,-2.0133449491554254
928,60,260,-2.2455441127086186
929,60,265,-1.4488758672294588
930,60,270,7.150553061536625e-05
931,60,275,1.4489868476277097
932,60,280,2.24557248134128
933,60,285,2.013275215513962
934,60,290,0.8172406575862666
935,60,295,-0.8475056424592957
936,60,300,-2.245609376209
937,60,305,-2.699664432941195
938,60,310,-1.8841718240772916
939,60,315,0.00011797865424082779
940,60,320,2.245671394484385
941,60,325,3.8555851339105267
942,60,330,3.8893655281616883
943,60,335,1.8171262914350315
944,60,340,-2.245836092938366
945,60,345,-7.514101883526461
946,60,350,-12.735470939971755
947,60,355,-16.56151379139126
948,60,360,-17.964462176999994
949,65,0,-24.168874442897092
950,65,5,-22.281163539827574
951,65,10,-17.13355151672865
952,65,15,-10.108810089805223
953,65,20,-3.0210872794178334
954,65,25,2.4449672076175313
955,65,30,5.232721492728635
956,65,35,5.187115997351287
957,65,40,3.0210901972621174
958,65,45,-2.267489573831751e-05
959,65,50,-2.5350279509900737
960,65,55,-3.6320651349882795
961,65,60,-3.021095419804432
962,65,65,-1.140074076104581
963,65,70,1.099618389692319
964,65,75,2.708665532004088
965,65,80,3.021103650924323
966,65,85,1.9493259897558899
967,65,90,-3.2067166353780994e-05
968,65,95,-1.9493757597088135
969,65,100,-3.021116373040429
970,65,105,-2.7086342594540938
971,65,110,-1.0995553173109807
972,65,115,1.1401419835952584
973,65,120,3.0211370760733605
974,65,125,3.6320582877451333
975,65,130,2.534969460877865
976,65,135,-6.802486772565755e-05
977,65,140,-3.0211761834024924
978,65,145,-5.187155070931692
979,65,150,-5.232681407874098
980,65,155,-2.4448385172115334
981,65,160,3.0212855136055174
982,65,165,10.109034098973204
983,65,170,17.133745229184186
984,65,175,22.281275641003905
985,65,180,24.168874441110134
986,65,185,22.281051435567235
987,65,190,17.13335780250284
988,65,195,10.10858608058968
989,65,200,3.0208890467804586
990,65,205,-2.4450958954742466
991,65,210,-5.232761574893394
992,65,215,-5.187076921765954
993,65,220,-3.021004210325386
994,65,225,0.00011337417784061709
995,65,230,2.5350864397172295
996,65,235,3.6320719805947355
997,65,240,3.021053762322921
998,65,245,1.140006168276186
999,65,250,-1.0996814614640242
1000,65,255,-2.7086968033080057
1001,65,260,-3.0210909274799054
1002,65,265,-1.9492762189613155
1003,65,270,9.620149904164936e-05
1004,65,275,1.9494255288200646
1005,65,280,3.0211290938282183
1006,65,285,2.7086029856580325
1007,65,290,1.0994922443200088
1008,65,295,-1.1402098907482217
1009,65,300,-3.021178731129712
1010,65,305,-3.632051438865294
1011,65,310,-2.5349109693806295
1012,65,315,0.00015872511252220634
1013,65,320,3.0212621687464765
1014,65,325,5.187194142507117
1015,65,330,5.232641320329768
1016,65,335,2.4447098242562664
1017,65,340,-3.02148374934348
1018,65,345,-10.109258108093604
1019,65,350,-17.133938939869385
1020,65,355,-22.281387739096196
1021,65,360,-24.168874435749263
1022,70,0,-29.864326815814085
1023,70,5,-27.53177237782239
1024,70,10,-21.171113417801216
1025,70,15,-12.490975074334267
1026,70,20,-3.7330136355666355
1027,70,25,3.021129507489213
1028,70,30,6.465824677280684
1029,70,35,6.4094721391530145
1030,70,40,3.7330172410078197
1031,70,45,-2.8018288499265857e-05
1032,70,50,-3.132413277848788
1033,70,55,-4.4879698665277115
1034,70,60,-3.7330236942545723
1035,70,65,-1.4087352261052697
1036,70,70,1.3587460615941789
1037,70,75,3.346968965130034
1038,70,80,3.7330338650573145
1039,70,85,2.408689265450624
1040,70,90,-3.962386987896482e-05
1041,70,95,-2.4087507638105587
1042,70,100,-3.7330495851701433
1043,70,105,-3.3469303231297376
1044,70,110,-1.3586681260571394
1045,70,115,1.4088191361565887
1046,70,120,3.733075166921705
1047,70,125,4.487961405715538
1048,70,130,3.132341004403427
1049,70,135,-8.405508854627676e-05
1050,70,140,-3.7331234899853576
1051,70,145,-6.409520420514973
1052,70,150,-6.465775146335456
1053,70,155,-3.0209704908849497
1054,70,160,3.7332585841090693
1055,70,165,12.491251871792013
1056,70,170,21.171352779054637
1057,70,175,27.531910895905813
1058,70,180,29.864326813606024
1059,70,185,27.5316338559282
1060,70,190,21.17087405436035
1061,70,195,12.490698276817753
1062,70,200,3.7327686889398444
1063,70,205,-3.0212885209434495
1064,70,210,-6.465874204902282
1065,70,215,-6.409423855313664
1066,70,220,-3.7329109910462623
1067,70,225,0.00014009107074911673
1068,70,230,3.132485549582705
1069,70,235,4.4879783253175045
1070,70,240,3.7329722200891067
1071,70,245,1.4086513156366487
1072,70,250,-1.3588239963779234
1073,70,255,-3.3470076055906124
1074,70,260,-3.733018143303155
1075,70,265,-2.408627766050701
1076,70,270,0.00011887160961256002
1077,70,275,2.4088122611304796
1078,70,280,3.733065303641635
1079,70,285,3.3468916795897345
1080,70,290,1.3585901897668053
1081,70,295,-1.4089030457906107
1082,70,300,-3.7331266380905164
1083,70,305,-4.487952942880981
1084,70,310,-3.1322687292466536
1085,70,315,0.0001961290603515515
1086,70,320,3.733229737978833
1087,70,325,6.409568699399471
1088,70,330,6.4657256120665805
1089,70,335,3.0208114711306755
1090,70,340,-3.733503534567109
1091,70,345,-12.491528669190961
1092,70,350,-21.171592138120534
1093,70,355,-27.532049410178438
1094,70,360,-29.86432680698185
1095,75,0,-34.70460648235424
1096,75,5,-31.994001807806374
1097,75,10,-24.602435021874186
1098,75,15,-14.515457763679361
1099,75,20,-4.338044182767261
1100,75,25,3.510780984158063
1101,75,30,7.513777303364418
1102,75,35,7.448291391960347
1103,75,40,4.338048372562607
1104,75,45,-3.255937033749565e-05
1105,75,50,-3.6401011420179965
1106,75,55,-5.215360422590606
1107,75,60,-4.338055871723411
1108,75,65,-1.637056879310775
1109,75,70,1.5789656893288728
1110,75,75,3.889431078084186
1111,75,80,4.338067690965443
1112,75,85,2.799079102344604
1113,75,90,-4.6045933663212835e-05
1114,75,95,-2.7991505680901416
1115,75,100,-4.338085958925506
1116,75,105,-3.8893861731572392
1117,75,110,-1.578875122340351
1118,75,115,1.6371543891367593
1119,75,120,4.338115686855641
1120,75,125,5.2153505904869455
1121,75,130,3.640017154808245
1122,75,135,-9.767837021168955e-05
1123,75,140,-4.3381718419104125
1124,75,145,-7.448347498554596
1125,75,150,-7.513719744659899
1126,75,155,-3.5105961948370394
1127,75,160,4.3383288314997115
1128,75,165,14.515779423260224
1129,75,170,24.602713177754218
1130,75,175,31.994162776295823
1131,75,180,34.7046064797883
1132,75,185,31.993840834888527
1133,75,190,24.602156863452173
1134,75,195,14.515136104030203
1135,75,200,4.337759536260933
1136,75,205,-3.5109657698185166
1137,75,210,-7.513834858206626
1138,75,215,-7.44823528248718
1139,75,220,-4.337924902071297
1140,75,225,0.00016279641968910095
1141,75,230,3.640185127238922
1142,75,235,5.215370252344107
1143,75,240,4.337996054850005
1144,75,245,1.636959368999855
1145,75,250,-1.5790562554420091
1146,75,255,-3.889475981221864
1147,75,260,-4.33804942109803
1148,75,265,-2.799007635390523
1149,75,270,0.00013813780096136004
1150,75,275,2.799222032627103
1151,75,280,4.338104224978211
1152,75,285,3.8893412664410367
1153,75,290,1.5787845544764434
1154,75,295,-1.6372518984778126
1155,75,300,-4.338175500246707
1156,75,305,-5.215340756033122
1157,75,310,-3.6399331656097025
1158,75,315,0.00022791680191666682
1159,75,320,4.338295310114662
1160,75,325,7.448403602269851
1161,75,330,7.513662182093051
1162,75,335,3.5104114018554653
1163,75,340,-4.33861348245824
1164,75,345,-14.516101082772764
1165,75,350,-24.60299133109219
1166,75,355,-31.994323740356837
1167,75,360,-34.70460647209052
1168,80,0,-38.39279853259854
1169,80,5,-35.39412747075119
1170,80,10,-27.217030444832375
1171,80,15,-16.05807130568508
1172,80,20,-4.799064827868822
1173,80,25,3.8838851864058066
1174,80,30,8.312295325220253
1175,80,35,8.239849974066699
1176,80,40,4.79906946292984
1177,80,45,-3.6019579889238294e-05
1178,80,50,-4.026948694976196
1179,80,55,-5.769616839805355
1180,80,60,-4.799077759055312
1181,80,65,-1.811033212139724
1182,80,70,1.7467684479036536
1183,80,75,4.3027758825975875
1184,80,80,4.799090834373668
1185,80,85,3.0965480074745733
1186,80,90,-5.093941218656354e-05
1187,80,95,-3.09662706815984
1188,80,100,-4.79911104374013
1189,80,105,-4.30272620545129
1190,80,110,-1.7466682560128222
1191,80,115,1.8111410847100657
1192,80,120,4.799143930971772
1193,80,125,5.769605962806212
1194,80,130,4.026855782122539
1195,80,135,-0.00010805902641301395
1196,80,140,-4.79920605384026
1197,80,145,-8.239912043324578
1198,80,150,-8.31223164953076
1199,80,155,-3.883680758812696
1200,80,160,4.799379727317202
1201,80,165,16.058427149267125
1202,80,170,27.217338161407934
1203,80,175,35.3943055459813
1204,80,180,38.392798529759915
1205,80,185,35.39394939062205
1206,80,190,27.216722725444694
1207,80,195,16.05771546202748
1208,80,200,4.798749930883144
1209,80,205,-3.8840896099493243
1210,80,210,-8.312358996636975
1211,80,215,-8.239787901623949
1212,80,220,-4.7989328707543875
1213,80,225,0.0001800974215376846
1214,80,230,4.027041605629665
1215,80,235,5.76962771420458
1216,80,240,4.799011585212636
1217,80,245,1.8109253390329096
1218,80,250,-1.746868638826069
1219,80,255,-4.3028255577644625
1220,80,260,-4.799070622897155
1221,80,265,-3.0964689454523255
1222,80,270,0.0001528182365284069
1223,80,275,3.0967061275080905
1224,80,280,4.79913125099653
1225,80,285,4.3026765263255875
1226,80,290,1.746568063153575
1227,80,295,-1.8112489567439416
1228,80,300,-4.799210100962028
1229,80,305,-5.769595083207144
1230,80,310,-4.026762867068736
1231,80,315,0.00025213839732284336
1232,80,320,4.799342643485597
1233,80,325,8.239974109397501
1234,80,330,8.312167969568472
1235,80,335,3.8834763271700137
1236,80,340,-4.799694629228234
1237,80,345,-16.058782992773587
1238,80,350,-27.217645875171264
1239,80,355,-35.39448361631236
1240,80,360,-38.39279852124405
1241,85,0,-40.701269545545834
1242,85,5,-37.52229526308899
1243,85,10,-28.853528127778098
1244,85,15,-17.023606342198235
1245,85,20,-5.087621600696505
1246,85,25,4.117414304186071
1247,85,30,8.81209459859272
1248,85,35,8.735293274455879
1249,85,40,5.087626514453122
1250,85,45,-3.818535470250815e-05
1251,85,50,-4.26907989374998
1252,85,55,-6.116530681451839
1253,85,60,-5.087635309405613
1254,85,65,-1.919926489876683
1255,85,70,1.8517976326059025
1256,85,75,4.561491938207638
1257,85,80,5.087649170912904
1258,85,85,3.282736344576003
1259,85,90,-5.4002282332625204e-05
1260,85,95,-3.2828201589991366
1261,85,100,-5.087670595422268
1262,85,105,-4.561439274088351
1263,85,110,-1.851691416406228
1264,85,115,1.9200408485775298
1265,85,120,5.0877054600878004
1266,85,125,6.116519150443658
1267,85,130,4.268981394259309
1268,85,135,-0.0001145563680941614
1269,85,140,-5.08777131826204
1270,85,145,-8.735359075796026
1271,85,150,-8.812027094229906
1272,85,155,-4.117197584830158
1273,85,160,5.087955434327242
1274,85,165,17.023983581839587
1275,85,170,28.853854346646326
1276,85,175,37.52248404557471
1277,85,180,40.70126954253653
1278,85,185,37.52210647540969
1279,85,190,28.853201905928664
1280,85,195,17.023229102476787
1281,85,200,5.087287769676547
1282,85,205,-4.1176310192489005
1283,85,210,-8.81216209842585
1284,85,215,-8.73522746973936
1285,85,220,-5.087481709303111
1286,85,225,0.0001909262668684903
1287,85,230,4.269178390908173
1288,85,235,6.116542209703773
1289,85,240,5.087565156681389
1290,85,245,1.9198121306071072
1291,85,250,-1.8519038477789327
1292,85,255,-4.561544600228485
1293,85,260,-5.087627744166615
1294,85,265,-3.2826525287355
1295,85,270,0.00016200684696471087
1296,85,275,3.282903972004863
1297,85,280,5.0876920176947
1298,85,285,4.561386607870641
1299,85,290,1.8515851991799084
1300,85,295,-1.9201552067096541
1301,85,300,-5.087775608727966
1302,85,305,-6.116507616679225
1303,85,310,-4.2688828924362
1304,85,315,0.00026729890147250994
1305,85,320,5.0879161207298065
1306,85,325,8.735424873759712
1307,85,330,8.811959585337386
1308,85,335,4.11698086118118
1309,85,340,-5.088289270568703
1310,85,345,-17.02436082140081
1311,85,350,-28.85418056253324
1312,85,355,-37.52267282286678
1313,85,360,-40.70126953350863
1314,90,0,-41.48699999981741
1315,90,5,-38.246656208867044
1316,90,10,-29.41054013296401
1317,90,15,-17.35224390299048
1318,90,20,-5.185837191416687
1319,90,25,4.196900223121159
1320,90,30,8.982210449261414
1321,90,35,8.903926489816719
1322,90,40,5.1858422000324635
1323,90,45,-3.892251588769792e-05
1324,90,50,-4.3514936887419084
1325,90,55,-6.234609171006697
1326,90,60,-5.185851164769879
1327,90,65,-1.9569903144183407
1328,90,70,1.8875462422029141
1329,90,75,4.649550693445071
1330,90,80,5.185865293870997
1331,90,85,3.3461089604201146
1332,90,90,-5.504478637003449e-05
1333,90,95,-3.3461943928651308
1334,90,100,-5.185887131976537
1335,90,105,-4.649497012654735
1336,90,110,-1.887437975519219
1337,90,115,1.9571068807926824
1338,90,120,5.185922669697967
1339,90,125,6.234597417394542
1340,90,130,4.351393287736851
1341,90,135,-0.00011676785751813631
1342,90,140,-5.185989799252036
1343,90,145,-8.903993561439524
1344,90,150,-8.982141641739405
1345,90,155,-4.196679320038302
1346,90,160,5.186177469643704
1347,90,165,17.35262842517309
1348,90,170,29.410872649426942
1349,90,175,38.246848635763605
1350,90,180,41.48699999675001
1351,90,185,38.246463776676634
1352,90,190,29.410207613462315
1353,90,195,17.35185938072623
1354,90,200,5.18549691585085
1355,90,205,-4.197121121828053
1356,90,210,-8.982279252166295
1357,90,215,-8.903859414752361
1358,90,220,-5.185694599445908
1359,90,225,0.0001946120630137698
1360,90,230,4.351594087369458
1361,90,235,6.234620921809395
1362,90,240,5.185779657760335
1363,90,245,1.9568737474642914
1364,90,250,-1.8876545078401454
1365,90,255,-4.649604372096456
1366,90,260,-5.185843453485346
1367,90,265,-3.3460235265303666
1368,90,270,0.0001651343590762985
1369,90,275,3.346279823865376
1370,90,280,5.185908967801962
1371,90,285,4.649443329725468
1372,90,290,1.8873297077890596
1373,90,295,-1.9572234465873217
1374,90,300,-5.1859941725446115
1375,90,305,-6.234585660972927
1376,90,310,-4.351292884354329
1377,90,315,0.00027245905715377836
1378,90,320,5.186137397104566
1379,90,325,8.904060629620687
1380,90,330,8.982072829600243
1381,90,335,4.196458412579506
1382,90,340,-5.186517750531846
1383,90,345,-17.35301294727402
1384,90,350,-29.411205162851
1385,90,355,-38.24704105736627
1386,90,360,-41.486999987547826
1387,95,0,-40.70122200812013
1388,95,5,-37.52225143857582
1389,95,10,-28.853494428032
1390,95,15,-17.023586459319134
1391,95,20,-5.0876156585616155
1392,95,25,4.117409495213802
1393,95,30,8.812084306425009
1394,95,35,8.735283071988986
1395,95,40,5.087620572312493
1396,95,45,-3.818531010356855e-05
1397,95,50,-4.269074907638477
1398,95,55,-6.116523537593034
1399,95,60,-5.087629367254711
1400,95,65,-1.9199242474807114
1401,95,70,1.8517954697816623
1402,95,75,4.561486610570772
1403,95,80,5.087643228745812
1404,95,85,3.282732510473607
1405,95,90,-5.400221926015811e-05
1406,95,95,-3.282816324798849
1407,95,100,-5.087664653230155
1408,95,105,-4.561433946512994
1409,95,110,-1.8516892537060439
1410,95,115,1.9200386060479921
1411,95,120,5.087699517854966
1412,95,125,6.116512006598319
1413,95,130,4.268976408262849
1414,95,135,-0.00011455623429698755
1415,95,140,-5.087765375952285
1416,95,145,-8.73534887325228
1417,95,150,-8.812016802141036
1418,95,155,-4.117192776111008
1419,95,160,5.087949491802448
1420,95,165,17.023963698519882
1421,95,170,28.853820646519214
1422,95,175,37.52244022084104
1423,95,180,40.701222005110836
1424,95,185,37.522062651117025
1425,95,190,28.853168206563577
1426,95,195,17.023209220038286
1427,95,200,5.087281827931558
1428,95,205,-4.117626210023517
1429,95,210,-8.8121518061793
1430,95,215,-8.735217267349325
1431,95,220,-5.0874757673316084
1432,95,225,0.00019092604387438406
1433,95,230,4.26917340468163
1434,95,235,6.116535065831504
1435,95,240,5.087559214612423
1436,95,245,1.9198098883447026
1437,95,250,-1.8519016848306373
1438,95,255,-4.561539272530112
1439,95,260,-5.087621802024549
1440,95,265,-3.282648694730997
1441,95,270,0.00016200665774730963
1442,95,275,3.282900137706685
1443,95,280,5.087686075477565
1444,95,285,4.561381280356796
1445,95,290,1.851583036603782
1446,95,295,-1.9201529640465504
1447,95,300,-5.087769666413202
1448,95,305,-6.116500472847358
1449,95,310,-4.268877906554787
1450,95,315,0.0002672985892782759
1451,95,320,5.087910178250928
1452,95,325,8.735414671139116
1453,95,330,8.811949293327363
1454,95,335,4.116976052715154
1455,95,340,-5.088283327654001
1456,95,345,-17.024340937640503
1457,95,350,-28.85414686202512
1458,95,355,-37.52262899791264
1459,95,360,-40.70122199608294
1460,100,0,-38.3927064069209
1461,100,5,-35.39404254055327
1462,100,10,-27.21696513603831
1463,100,15,-16.058032773440566
1464,100,20,-4.799053312243075
1465,100,25,3.8838758668050386
1466,100,30,8.312275379400495
1467,100,35,8.239830202083631
1468,100,40,4.799057947292969
1469,100,45,-3.601949345823216e-05
1470,100,50,-4.026939032086499
1471,100,55,-5.7696029952855135
1472,100,60,-4.799066243398535
1473,100,65,-1.8110288664637566
1474,100,70,1.7467642564345998
1475,100,75,4.302765557845054
1476,100,80,4.799079318685517
1477,100,85,3.096540577133612
1478,100,90,-5.0939289954581356e-05
1479,100,95,-3.096619637629168
1480,100,100,-4.799099528003484
1481,100,105,-4.302715880817959
1482,100,110,-1.7466640647841845
1483,100,115,1.8111367387752524
1484,100,120,4.799132415156212
1485,100,125,5.769592118312469
1486,100,130,4.026846119455792
1487,100,135,-0.00010805876711930748
1488,100,140,-4.799194537875633
1489,100,145,-8.239892271192572
1490,100,150,-8.312211703863795
1491,100,155,-3.8836714397024643
1492,100,160,4.799368210935835
1493,100,165,16.05838861616875
1494,100,170,27.21727285187548
1495,100,175,35.39422061535609
1496,100,180,38.39270640408228
1497,100,185,35.39386446085145
1498,100,190,27.216657417389015
1499,100,195,16.057676930636834
1500,100,200,4.798738416013009
1501,100,205,-3.884080289858031
1502,100,210,-8.312339050664432
1503,100,215,-8.239768129789827
1504,100,220,-4.7989213554452785
1505,100,225,0.00018009698938380064
1506,100,230,4.027031942517025
1507,100,235,5.769613869658644
1508,100,240,4.799000069714647
1509,100,245,1.81092099361579
1510,100,250,-1.7468644471166013
1511,100,255,-4.30281523289273
1512,100,260,-4.799059107257501
1513,100,265,-3.096461515301079
1514,100,270,0.0001528178698324604
1515,100,275,3.096698696787712
1516,100,280,4.799119735211397
1517,100,285,4.302666201811465
1518,100,290,1.7465638721653554
1519,100,295,-1.8112446105502829
1520,100,300,-4.799198584987689
1521,100,305,-5.769581238739508
1522,100,310,-4.026753204624944
1523,100,315,0.00025213779230258957
1524,100,320,4.799331127193215
1525,100,325,8.239954337116563
1526,100,330,8.31214802405431
1527,100,335,3.883467008550327
1528,100,340,-4.799683112091242
1529,100,345,-16.05874445882134
1530,100,350,-27.217580564900437
1531,100,355,-35.39439868525985
1532,100,360,-38.39270639556644
1533,105,0,-34.70447546800083
1534,105,5,-31.993881026334268
1535,105,10,-24.60234214451745
1536,105,15,-14.515402965959225
1537,105,20,-4.338027806092483
1538,105,25,3.5107677305082676
1539,105,30,7.513748937888625
1540,105,35,7.448263273702294
1541,105,40,4.338031995872012
1542,105,45,-3.2559247421684626e-05
1543,105,50,-3.6400874001679715
1544,105,55,-5.215340733934176
1545,105,60,-4.338039495004505
1546,105,65,-1.6370506992104865
1547,105,70,1.5789597285302985
1548,105,75,3.889416394981582
1549,105,80,4.338051314201918
1550,105,85,2.7990685354609566
1551,105,90,-4.604575983389051e-05
1552,105,95,-2.799140000936702
1553,105,100,-4.338069582093017
1554,105,105,-3.889371490224156
1555,105,110,-1.5788691618836785
1556,105,115,1.6371482086683586
1557,105,120,4.338099309910925
1558,105,125,5.215330901867633
1559,105,130,3.640003413275282
1560,105,135,-9.767800146327797e-05
1561,105,140,-4.338155464753704
1562,105,145,-7.448319380084732
1563,105,150,-7.513691379401399
1564,105,155,-3.5105829418848478
1565,105,160,4.338312453750348
1566,105,165,14.515724624325783
1567,105,170,24.60262029934741
1568,105,175,31.99404199421604
1569,105,180,34.7044754654349
1570,105,185,31.993720054024116
1571,105,190,24.60206398714552
1572,105,195,14.515081307524376
1573,105,200,4.337743160660732
1574,105,205,-3.510952515471132
1575,105,210,-7.513806492513557
1576,105,215,-7.448207164440945
1577,105,220,-4.337908525846818
1578,105,225,0.00016279580511167668
1579,105,230,3.6401713850718416
1580,105,235,5.215350563650569
1581,105,240,4.337979678356915
1582,105,245,1.6369531892676799
1583,105,250,-1.579050294301536
1584,105,255,-3.8894612979497443
1585,105,260,-4.338033044403476
1586,105,265,-2.7989970687766723
1587,105,270,0.0001381372794733932
1588,105,275,2.7992114652038755
1589,105,280,4.338087848076766
1590,105,285,3.889326583677483
1591,105,290,1.5787785943616763
1592,105,295,-1.6372457176413018
1593,105,300,-4.3381591230761885
1594,105,305,-5.215321067450936
1595,105,310,-3.63991942439381
1596,105,315,0.00022791594150142343
1597,105,320,4.338278932491846
1598,105,325,7.448375483588188
1599,105,330,7.513633817051856
1600,105,335,3.5103981496008902
1601,105,340,-4.3385971036342825
1602,105,345,-14.516046282624016
1603,105,350,-24.602898451635316
1604,105,355,-31.99420295766939
1605,105,360,-34.704475457737146
1606,110,0,-29.864164978750047
1607,110,5,-27.5316231810487
1608,110,10,-21.1709986899234
1609,110,15,-12.49090738478796
1610,110,20,-3.7329934060811185
1611,110,25,3.021113135758064
1612,110,30,6.465789638483767
1613,110,35,6.409437405734799
1614,110,40,3.7329970115027655
1615,110,45,-2.8018136666024213e-05
1616,110,50,-3.1323963030624027
1617,110,55,-4.487945545876817
1618,110,60,-3.733003464714546
1619,110,65,-1.4087275920616695
1620,110,70,1.3587386984456726
1621,110,75,3.346950827650021
1622,110,80,3.7330136354621724
1623,110,85,2.4086762125798424
1624,110,90,-3.96236551541928e-05
1625,110,95,-2.4087377106065135
1626,110,100,-3.733029355489813
1627,110,105,-3.3469121858591278
1628,110,110,-1.3586607633309717
1629,110,115,1.4088115016582738
1630,110,120,3.7330549371027453
1631,110,125,4.487937085110493
1632,110,130,3.1323240300086974
1633,110,135,-8.40546330453431e-05
1634,110,140,-3.733103259904531
1635,110,145,-6.409485686835117
1636,110,150,-6.465740107806951
1637,110,155,-3.020954120015524
1638,110,160,3.7332383532961577
1639,110,165,12.491184180745718
1640,110,170,21.171238049879705
1641,110,175,27.531761698381484
1642,110,180,29.864164976542
1643,110,185,27.53148465990517
1644,110,190,21.170759327779667
1645,110,195,12.490630588771431
1646,110,200,3.732748460781712
1647,110,205,-3.021272148350594
1648,110,210,-6.465839165836971
1649,110,215,-6.409389122157101
1650,110,220,-3.732890762116984
1651,110,225,0.000140090311584923
1652,110,230,3.1324685744046743
1653,110,235,4.4879540046207715
1654,110,240,3.732951990828024
1655,110,245,1.408643682047766
1656,110,250,-1.3588166328070825
1657,110,255,-3.3469894679012033
1658,110,260,-3.73299791379321
1659,110,265,-2.4086147135131895
1660,110,270,0.0001188709654382441
1661,110,275,2.4087992075931752
1662,110,280,3.7330450738761245
1663,110,285,3.346873542528537
1664,110,290,1.3585828274629803
1665,110,295,-1.4088954108375833
1666,110,300,-3.73310640799263
1667,110,305,-4.487928622321797
1668,110,310,-3.1322517552435882
1669,110,315,0.0001961279975132195
1670,110,320,3.73320950732224
1671,110,325,6.409533965457988
1672,110,330,6.465690573806506
1673,110,335,3.0207951011229897
1674,110,340,-3.733483302426792
1675,110,345,-12.49146097664468
1676,110,350,-21.1714774076485
1677,110,355,-27.531900211903487
1678,110,360,-29.864164969917866
1679,115,0,-24.168691672357244
1680,115,5,-22.280995044588035
1681,115,10,-17.133421948905056
1682,115,15,-10.108733644678177
1683,115,20,-3.021064433266917
1684,115,25,2.4449487182179728
1685,115,30,5.2326819216954705
1686,115,35,5.187076771197279
1687,115,40,3.0210673510891364
1688,115,45,-2.26747242655853e-05
1689,115,50,-2.5350087805306365
1690,115,55,-3.632037668483496
1691,115,60,-3.021072573591957
1692,115,65,-1.1400654546044424
1693,115,70,1.0996100741273063
1694,115,75,2.7086450484576687
1695,115,80,3.021080804649601
1696,115,85,1.9493112485082436
1697,115,90,-3.206692385455664e-05
1698,115,95,-1.9493610180847956
1699,115,100,-3.0210935266695005
1700,115,105,-2.708613776144164
1701,115,110,-1.0995470022229354
1702,115,115,1.140133361581588
1703,115,120,3.0211142295458706
1704,115,125,3.6320308212921306
1705,115,130,2.534950290860744
1706,115,135,-6.802435330609586e-05
1707,115,140,-3.0211533365792644
1708,115,145,-5.187115844482201
1709,115,150,-5.232641837144064
1710,115,155,-2.4448200287851614
1711,115,160,3.021262665955509
1712,115,165,10.10895765215215
1713,115,170,17.133615659895696
1714,115,175,22.28110714491663
1715,115,180,24.168691670570297
1716,115,185,22.28088294117545
1717,115,190,17.133228236144156
1718,115,195,10.108509637156642
1719,115,200,3.0208662021286226
1720,115,205,-2.445077405101521
1721,115,210,-5.232722003557119
1722,115,215,-5.187037695907445
1723,115,220,-3.0209813648026573
1724,115,225,0.00011337332047923114
1725,115,230,2.5350672688154874
1726,115,235,3.6320445140381836
1727,115,240,3.0210309164254685
1728,115,245,1.1399975472895818
1729,115,250,-1.0996731454220485
1730,115,255,-2.7086763195251047
1731,115,260,-3.0210680813014013
1732,115,265,-1.9492614780900475
1733,115,270,9.620077154397646e-05
1734,115,275,1.9494107868196813
1735,115,280,3.021106247361092
1736,115,285,2.7085825025846026
1737,115,290,1.099483929708936
1738,115,295,-1.1402012682210219
1739,115,300,-3.021155884287217
1740,115,305,-3.632023972464084
1741,115,310,-2.534891799805834
1742,115,315,0.00015872391220671082
1743,115,320,3.0212393212730073
1744,115,325,5.187154915762157
1745,115,330,5.232601749902887
1746,115,335,2.4446913368031
1747,115,340,-3.0214609001943673
1748,115,345,-10.10918165957854
1749,115,350,-17.13380936911601
1750,115,355,-22.281219242161207
1751,115,360,-24.16869166520947
1752,120,0,-17.96426952553953
1753,120,5,-16.561169537198676
1754,120,10,-12.735046396282884
1755,120,15,-7.513688296275772
1756,120,20,-2.2455173192225595
1757,120,25,1.8172981121864036
1758,120,30,3.889383407967791
1759,120,35,3.8554857015297
1760,120,40,2.2455194880013036
1761,120,45,-1.6853823270464902e-05
